"longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","ocean_proximity"
-118.26,34.01,43,2179,682,2624,609,1.8641,"<1H OCEAN"
-118.26,34,41,1733,492,1776,453,1.6221,"<1H OCEAN"
-118.25,34,36,1033,267,1112,229,1.7237,"<1H OCEAN"
-118.25,34,36,1176,309,1267,292,1.6382,"<1H OCEAN"
-118.25,34,32,1218,342,1292,304,1.5781,"<1H OCEAN"
-118.25,34,41,1768,475,1721,474,1.303,"<1H OCEAN"
-118.25,34,34,1905,552,2194,521,1.4792,"<1H OCEAN"
-118.24,34,23,588,157,716,173,1.2056,"<1H OCEAN"
-118.24,34,43,863,206,788,187,0.9463,"<1H OCEAN"
-118.25,34,29,1419,363,1696,317,2.2813,"<1H OCEAN"
-118.24,34,38,1715,414,1714,389,1.7132,"<1H OCEAN"
-118.24,33.99,44,448,116,504,96,1.875,"<1H OCEAN"
-118.24,33.99,41,1425,372,1803,353,1.6731,"<1H OCEAN"
-118.25,33.99,42,2261,574,2496,527,1.5556,"<1H OCEAN"
-118.25,33.99,39,1274,319,1362,324,2.1793,"<1H OCEAN"
-118.26,34,27,1611,479,1457,458,0.8941,"<1H OCEAN"
-118.26,34,37,2615,697,2484,630,1.9208,"<1H OCEAN"
-118.27,34,40,2099,599,2311,529,1.852,"<1H OCEAN"
-118.27,34,43,1638,434,1213,390,1.3403,"<1H OCEAN"
-118.27,34,43,1258,381,1276,358,1.8917,"<1H OCEAN"
-118.26,33.99,47,1865,465,1916,438,1.8242,"<1H OCEAN"
-118.26,33.99,36,2016,505,1807,464,1.6901,"<1H OCEAN"
-118.27,33.99,30,504,140,529,123,1.9531,"<1H OCEAN"
-118.27,33.99,35,932,294,1153,282,1.4886,"<1H OCEAN"
-118.27,33.99,38,1407,447,1783,402,1.8086,"<1H OCEAN"
-118.28,34.01,46,441,167,621,144,1.8824,"<1H OCEAN"
-118.28,34.02,46,1098,426,1510,374,2.1382,"<1H OCEAN"
-118.29,34.01,40,885,312,799,221,1.1667,"<1H OCEAN"
-118.3,34.01,48,4217,1095,3298,949,1.9152,"<1H OCEAN"
-118.3,34.02,27,2190,626,1768,528,1.2446,"<1H OCEAN"
-118.29,34.02,26,2001,582,2044,557,1.1563,"<1H OCEAN"
-118.3,34.02,42,2386,670,2327,661,1.6699,"<1H OCEAN"
-118.3,34.01,35,1147,290,818,281,1.7961,"<1H OCEAN"
-118.31,34.01,50,1463,354,912,293,1.7386,"<1H OCEAN"
-118.31,34.02,41,1046,216,727,201,1.6667,"<1H OCEAN"
-118.31,34.02,43,2255,533,1568,470,1.6955,"<1H OCEAN"
-118.31,34.01,39,2073,566,1246,547,2.0417,"<1H OCEAN"
-118.31,34.02,46,2217,489,1227,448,1.6851,"<1H OCEAN"
-118.31,34.01,48,2544,532,1357,498,2.5263,"<1H OCEAN"
-118.31,34.01,52,2547,475,1417,444,1.8214,"<1H OCEAN"
-118.31,34.01,52,1793,350,1303,366,3.0759,"<1H OCEAN"
-118.29,34.01,42,814,223,511,188,2.3942,"<1H OCEAN"
-118.29,34.01,50,2238,673,2247,583,1.6505,"<1H OCEAN"
-118.3,34,52,1743,421,1206,384,1.6875,"<1H OCEAN"
-118.3,34.01,52,1908,428,1271,394,2.5885,"<1H OCEAN"
-118.3,34.01,52,1444,343,1154,334,2.0625,"<1H OCEAN"
-118.28,34.01,34,2305,775,2450,740,1.7143,"<1H OCEAN"
-118.28,34,46,1650,463,1992,458,2.3403,"<1H OCEAN"
-118.29,34,6,1487,468,1509,403,1.4639,"<1H OCEAN"
-118.29,34.01,39,751,207,1010,231,1.6036,"<1H OCEAN"
-118.29,34.01,30,1385,518,1730,472,1.0539,"<1H OCEAN"
-118.28,34.01,50,2601,794,3080,770,1.8656,"<1H OCEAN"
-118.28,34,43,713,245,880,237,1.2065,"<1H OCEAN"
-118.28,34.01,52,795,308,1118,275,1.2175,"<1H OCEAN"
-118.28,34.01,48,483,190,775,188,2.3309,"<1H OCEAN"
-118.28,34,38,3335,921,3612,887,2.125,"<1H OCEAN"
-118.28,34,42,1534,417,1295,380,2.0938,"<1H OCEAN"
-118.28,34,42,855,284,890,247,1.2778,"<1H OCEAN"
-118.28,34,44,2636,725,2182,651,1.432,"<1H OCEAN"
-118.28,34,48,1514,376,1353,344,2.1607,"<1H OCEAN"
-118.29,34,44,1753,387,1165,380,2.1354,"<1H OCEAN"
-118.29,34,41,1807,493,1731,471,1.2347,"<1H OCEAN"
-118.29,34,52,1319,295,898,271,2.7727,"<1H OCEAN"
-118.3,34,40,1131,281,859,230,1.1806,"<1H OCEAN"
-118.3,34,52,1420,355,1080,353,1.5179,"<1H OCEAN"
-118.29,34,52,2579,494,1558,458,2.0809,"<1H OCEAN"
-118.3,34,52,1686,377,982,356,2.0958,"<1H OCEAN"
-118.3,34,52,1296,246,853,238,3.05,"<1H OCEAN"
-118.31,34,52,1542,309,939,276,1.6892,"<1H OCEAN"
-118.3,34,52,1718,354,1026,312,2,"<1H OCEAN"
-118.31,34,52,1630,379,1413,405,1.933,"<1H OCEAN"
-118.31,34,52,2709,642,1751,613,2.1116,"<1H OCEAN"
-118.31,34,47,1551,362,1329,322,1.9792,"<1H OCEAN"
-118.31,33.99,48,2235,433,1363,433,1.6559,"<1H OCEAN"
-118.31,33.99,47,1525,359,982,333,2.0915,"<1H OCEAN"
-118.31,33.99,45,1489,339,791,316,2.2339,"<1H OCEAN"
-118.31,33.99,44,1703,358,789,249,1.7083,"<1H OCEAN"
-118.29,33.99,46,2608,636,1766,596,1.5846,"<1H OCEAN"
-118.3,33.99,47,2637,588,1903,521,1.8317,"<1H OCEAN"
-118.3,33.99,47,2212,533,1903,554,1.9853,"<1H OCEAN"
-118.28,33.99,46,2577,703,2446,687,1.275,"<1H OCEAN"
-118.29,33.99,46,2198,530,2067,497,2.0542,"<1H OCEAN"
-118.28,33.99,52,1283,342,1363,329,2.5848,"<1H OCEAN"
-118.28,33.99,49,2174,481,1861,484,1.7159,"<1H OCEAN"
-118.28,33.99,46,1211,321,1153,282,1.7849,"<1H OCEAN"
-118.32,34.01,52,3104,645,1498,581,2.6667,"<1H OCEAN"
-118.32,34.02,50,1655,256,672,260,4.2554,"<1H OCEAN"
-118.32,34.02,48,1949,308,823,340,3.3906,"<1H OCEAN"
-118.32,34.01,50,1842,377,817,341,3.1548,"<1H OCEAN"
-118.32,34.01,47,1745,371,1079,368,2.4022,"<1H OCEAN"
-118.33,34.02,46,2223,361,968,373,4.26,"<1H OCEAN"
-118.33,34.01,47,1320,259,653,291,3.7727,"<1H OCEAN"
-118.33,34.02,42,2043,378,869,416,3.5,"<1H OCEAN"
-118.32,34.01,44,4032,913,1622,848,2.4934,"<1H OCEAN"
-118.33,34.01,43,2227,564,956,472,2.0217,"<1H OCEAN"
-118.33,34.01,44,1762,463,786,445,1.9231,"<1H OCEAN"
-118.33,34.01,44,2182,492,878,493,1.9631,"<1H OCEAN"
-118.32,34,50,3250,693,2300,675,1.95,"<1H OCEAN"
-118.32,34,50,2189,460,1097,469,2.4583,"<1H OCEAN"
-118.33,34,47,1671,388,895,317,2.2054,"<1H OCEAN"
-118.33,34,47,825,187,416,173,2.3333,"<1H OCEAN"
-118.33,34,24,873,320,529,308,0.9304,"<1H OCEAN"
-118.32,33.99,43,2028,479,1074,394,2.5909,"<1H OCEAN"
-118.32,33.99,49,1407,269,889,283,1.9779,"<1H OCEAN"
-118.33,33.99,44,1918,387,1041,364,2.8542,"<1H OCEAN"
-118.33,33.99,46,1582,315,777,286,3.2083,"<1H OCEAN"
-118.34,33.99,48,2009,335,919,297,4.8125,"<1H OCEAN"
-118.32,33.99,48,1260,284,791,280,2.1875,"<1H OCEAN"
-118.32,33.99,43,1257,232,735,232,3.7167,"<1H OCEAN"
-118.33,33.99,43,2224,550,1598,545,2.8274,"<1H OCEAN"
-118.34,33.99,46,1217,322,662,305,3.1731,"<1H OCEAN"
-118.32,33.98,47,949,210,574,217,2.175,"<1H OCEAN"
-118.32,33.98,40,1298,277,791,255,3.2344,"<1H OCEAN"
-118.32,33.98,47,1528,331,864,308,1.9732,"<1H OCEAN"
-118.32,33.98,46,1611,339,921,314,3.0833,"<1H OCEAN"
-118.33,33.98,28,3889,1199,3121,1046,1.8806,"<1H OCEAN"
-118.33,33.98,32,1784,489,1472,476,1.6477,"<1H OCEAN"
-118.33,33.98,38,3063,796,2153,721,1.8472,"<1H OCEAN"
-118.34,33.99,48,2225,433,1170,401,2.9643,"<1H OCEAN"
-118.34,33.98,46,2126,409,1292,414,2.9315,"<1H OCEAN"
-118.35,33.99,47,2183,380,927,371,4.9531,"<1H OCEAN"
-118.35,33.98,47,2512,461,1082,426,3.8235,"<1H OCEAN"
-118.34,33.99,34,397,132,250,121,1.675,"<1H OCEAN"
-118.32,33.98,44,1448,314,861,310,2.2396,"<1H OCEAN"
-118.32,33.97,52,1778,320,795,279,3.5114,"<1H OCEAN"
-118.32,33.98,49,1412,333,901,328,1.7067,"<1H OCEAN"
-118.33,33.98,30,3112,931,2739,841,1.6531,"<1H OCEAN"
-118.33,33.97,44,2526,579,1423,573,2.5363,"<1H OCEAN"
-118.33,33.97,47,1830,369,922,377,4.1635,"<1H OCEAN"
-118.36,34.02,46,3745,798,1502,808,3.8643,"<1H OCEAN"
-118.36,34.01,33,3140,466,1214,464,6.5044,"<1H OCEAN"
-118.37,34.02,33,2263,430,900,382,4.4028,"<1H OCEAN"
-118.38,34.02,31,1893,450,819,426,4.3077,"<1H OCEAN"
-118.33,34.02,11,1249,313,625,336,0.8702,"<1H OCEAN"
-118.34,34.01,35,1359,359,655,341,2.5568,"<1H OCEAN"
-118.34,34.01,37,4291,1102,1941,953,1.7945,"<1H OCEAN"
-118.34,34.01,38,2318,735,1407,702,1.6187,"<1H OCEAN"
-118.34,34.02,44,1527,246,608,245,4.0357,"<1H OCEAN"
-118.35,34.02,34,3978,1073,2725,1035,1.7622,"<1H OCEAN"
-118.35,34.02,34,5218,1576,3538,1371,1.5143,"<1H OCEAN"
-118.35,34.02,27,3358,1069,2415,956,1.4589,"<1H OCEAN"
-118.35,34.01,33,3246,601,1585,603,3.6629,"<1H OCEAN"
-118.35,34.01,35,3776,NA,1583,749,3.5486,"<1H OCEAN"
-118.35,34,28,3085,621,1162,558,3.25,"<1H OCEAN"
-118.28,33.99,35,1138,304,1128,311,1.8818,"<1H OCEAN"
-118.28,33.99,37,1971,513,1673,464,1.4625,"<1H OCEAN"
-118.29,33.99,39,979,235,857,236,2.5547,"<1H OCEAN"
-118.29,33.98,41,1582,416,1422,370,1.0516,"<1H OCEAN"
-118.29,33.99,43,1902,398,1153,363,1.9375,"<1H OCEAN"
-118.3,33.99,44,1458,326,1159,283,1.1645,"<1H OCEAN"
-118.3,33.99,43,1534,384,1231,329,2.5437,"<1H OCEAN"
-118.3,33.98,44,1597,388,902,321,1.9556,"<1H OCEAN"
-118.3,33.99,45,1701,452,1484,427,1.84,"<1H OCEAN"
-118.31,33.98,44,222,54,234,77,5.1136,"<1H OCEAN"
-118.31,33.99,49,857,196,694,228,2.895,"<1H OCEAN"
-118.31,33.98,52,1837,426,1062,343,2,"<1H OCEAN"
-118.31,33.98,52,1607,331,900,295,3.5982,"<1H OCEAN"
-118.31,33.98,50,1985,454,1090,410,1.825,"<1H OCEAN"
-118.31,33.98,52,1975,379,1043,371,2.3977,"<1H OCEAN"
-118.32,33.98,49,1993,446,1052,394,2.2138,"<1H OCEAN"
-118.29,33.98,44,2261,555,1348,455,1.9125,"<1H OCEAN"
-118.29,33.98,48,1124,231,783,223,3.4444,"<1H OCEAN"
-118.3,33.98,52,1371,315,986,277,2.9432,"<1H OCEAN"
-118.3,33.98,48,2010,445,1208,404,1.6611,"<1H OCEAN"
-118.3,33.98,48,1998,410,1176,382,3.0455,"<1H OCEAN"
-118.3,33.98,44,1242,270,811,274,2.9375,"<1H OCEAN"
-118.29,33.98,42,2833,768,2542,725,1.3479,"<1H OCEAN"
-118.29,33.98,46,1118,300,786,254,1.4042,"<1H OCEAN"
-118.28,33.98,39,1306,345,1332,331,1.9564,"<1H OCEAN"
-118.28,33.98,47,865,193,782,217,2.2411,"<1H OCEAN"
-118.28,33.98,45,1720,416,1382,365,0.9337,"<1H OCEAN"
-118.28,33.98,19,883,313,726,277,0.9809,"<1H OCEAN"
-118.29,33.98,30,1162,318,1207,289,1.223,"<1H OCEAN"
-118.28,33.97,31,1068,271,1091,281,1.689,"<1H OCEAN"
-118.28,33.97,31,2017,566,2063,521,1.9219,"<1H OCEAN"
-118.28,33.97,35,2305,634,1978,568,1.375,"<1H OCEAN"
-118.29,33.97,43,2660,672,2133,588,1.7734,"<1H OCEAN"
-118.3,33.97,46,1425,317,1140,304,3.375,"<1H OCEAN"
-118.3,33.97,44,1521,289,1074,285,2.0673,"<1H OCEAN"
-118.3,33.97,42,944,200,567,190,2.6311,"<1H OCEAN"
-118.3,33.97,50,2270,451,1000,412,2.1221,"<1H OCEAN"
-118.31,33.97,52,1595,325,823,302,3.2188,"<1H OCEAN"
-118.31,33.97,47,2066,422,1156,380,2.7917,"<1H OCEAN"
-118.31,33.97,52,1629,277,819,288,3.725,"<1H OCEAN"
-118.31,33.97,48,1541,314,819,312,3.0917,"<1H OCEAN"
-118.31,33.94,41,1353,286,751,250,2.7401,"<1H OCEAN"
-118.3,33.95,50,1843,326,892,314,3.1346,"<1H OCEAN"
-118.31,33.95,43,1823,358,1065,342,3.2708,"<1H OCEAN"
-118.31,33.95,44,1558,333,1095,316,4.0043,"<1H OCEAN"
-118.31,33.95,44,2490,430,1305,411,4.8295,"<1H OCEAN"
-118.31,33.94,43,2104,393,1132,394,3.0682,"<1H OCEAN"
-118.31,33.96,43,2118,569,1266,500,1.747,"<1H OCEAN"
-118.31,33.96,43,2149,493,1316,462,1.528,"<1H OCEAN"
-118.31,33.96,46,1686,303,870,320,3.4643,"<1H OCEAN"
-118.31,33.96,48,2015,356,1020,338,4.0625,"<1H OCEAN"
-118.29,33.97,48,3139,587,1319,506,3.5208,"<1H OCEAN"
-118.29,33.96,36,1717,417,902,368,1.4868,"<1H OCEAN"
-118.3,33.96,43,2009,442,1095,439,2.8299,"<1H OCEAN"
-118.3,33.96,39,2802,618,1524,529,2.6518,"<1H OCEAN"
-118.28,33.96,41,1175,340,1241,352,1.2273,"<1H OCEAN"
-118.28,33.96,34,2074,562,1913,514,1.6156,"<1H OCEAN"
-118.28,33.97,34,2771,802,2782,715,1.6652,"<1H OCEAN"
-118.29,33.96,31,4022,1208,3707,1007,1.3096,"<1H OCEAN"
-118.3,33.96,47,2112,417,1161,368,3.9722,"<1H OCEAN"
-118.31,33.96,52,2523,460,1167,413,3.0625,"<1H OCEAN"
-118.31,33.96,47,1586,322,1077,339,4.4861,"<1H OCEAN"
-118.31,33.96,47,2005,392,1134,415,3.7143,"<1H OCEAN"
-118.26,33.99,30,1702,443,1966,442,1.5521,"<1H OCEAN"
-118.27,33.98,30,1966,584,2028,535,1.625,"<1H OCEAN"
-118.28,33.99,38,1454,323,1098,297,1.5109,"<1H OCEAN"
-118.27,33.99,41,656,162,730,170,1.8047,"<1H OCEAN"
-118.28,33.98,43,1240,312,1100,311,1.575,"<1H OCEAN"
-118.27,33.98,45,1696,424,1502,429,1.3042,"<1H OCEAN"
-118.27,33.98,39,2062,588,1933,570,1.3801,"<1H OCEAN"
-118.27,33.98,44,1722,457,2177,401,2.125,"<1H OCEAN"
-118.26,33.98,43,762,206,854,188,1.2315,"<1H OCEAN"
-118.26,33.97,46,1295,351,1120,323,1.7121,"<1H OCEAN"
-118.26,33.97,44,1246,308,1031,295,1.9556,"<1H OCEAN"
-118.26,33.97,46,1521,352,1100,334,1.55,"<1H OCEAN"
-118.26,33.97,46,1086,249,880,250,1.5962,"<1H OCEAN"
-118.27,33.97,45,1546,371,1186,366,1.64,"<1H OCEAN"
-118.28,33.97,40,2180,642,2464,631,1.5521,"<1H OCEAN"
-118.27,33.97,39,2569,688,2601,630,2.0754,"<1H OCEAN"
-118.28,33.97,38,1819,497,2110,499,1.6027,"<1H OCEAN"
-118.27,33.96,38,977,295,1073,292,1.0208,"<1H OCEAN"
-118.27,33.96,42,796,203,697,177,2.037,"<1H OCEAN"
-118.28,33.96,37,1812,500,1640,447,1.9348,"<1H OCEAN"
-118.26,33.97,47,1504,374,1168,358,1.4625,"<1H OCEAN"
-118.26,33.96,40,1475,347,1222,298,1.5303,"<1H OCEAN"
-118.26,33.96,39,1255,323,902,327,1.5812,"<1H OCEAN"
-118.26,33.97,52,1331,346,1144,362,1.5326,"<1H OCEAN"
-118.27,33.97,34,1462,394,1310,351,1.1557,"<1H OCEAN"
-118.27,33.96,38,1126,270,999,265,0.5495,"<1H OCEAN"
-118.27,33.96,34,1040,276,1083,255,1.6467,"<1H OCEAN"
-118.27,33.95,39,1529,358,1154,357,1.2091,"<1H OCEAN"
-118.26,33.95,38,1387,346,1240,355,1.6898,"<1H OCEAN"
-118.26,33.95,44,1513,369,1088,344,1.2969,"<1H OCEAN"
-118.26,33.96,39,1542,375,1256,361,1.7167,"<1H OCEAN"
-118.26,33.96,37,1625,383,1243,350,1.3971,"<1H OCEAN"
-118.28,33.96,42,1604,399,1581,387,1.7656,"<1H OCEAN"
-118.28,33.95,40,2044,538,2150,524,2.1437,"<1H OCEAN"
-118.28,33.96,42,1206,304,1167,250,1.615,"<1H OCEAN"
-118.28,33.96,39,882,221,697,189,1.8472,"<1H OCEAN"
-118.28,33.96,23,1983,611,2048,600,1.5313,"<1H OCEAN"
-118.29,33.95,35,1401,362,1357,327,2.0917,"<1H OCEAN"
-118.29,33.95,32,721,205,842,208,1.6029,"<1H OCEAN"
-118.29,33.96,39,1340,409,1463,367,1.5294,"<1H OCEAN"
-118.29,33.95,40,2808,695,2357,627,1.9655,"<1H OCEAN"
-118.29,33.95,39,1701,428,1468,411,1.9702,"<1H OCEAN"
-118.28,33.94,43,1201,292,840,252,2.7917,"<1H OCEAN"
-118.29,33.94,34,1089,278,995,315,2.3352,"<1H OCEAN"
-118.27,33.95,35,2073,494,1753,490,1.5,"<1H OCEAN"
-118.27,33.95,43,1156,291,1074,299,1.8814,"<1H OCEAN"
-118.27,33.94,30,1041,275,877,270,1.5268,"<1H OCEAN"
-118.28,33.94,38,637,204,679,162,1.5714,"<1H OCEAN"
-118.28,33.95,41,835,208,707,192,1.4103,"<1H OCEAN"
-118.27,33.95,40,935,226,818,236,1.8798,"<1H OCEAN"
-118.27,33.95,34,987,248,902,221,2.3365,"<1H OCEAN"
-118.27,33.95,34,1261,315,1027,303,2.2946,"<1H OCEAN"
-118.27,33.95,29,1579,351,1056,322,2.3056,"<1H OCEAN"
-118.25,33.95,35,1405,326,1086,273,1.0375,"<1H OCEAN"
-118.26,33.94,45,1080,218,850,237,2.25,"<1H OCEAN"
-118.26,33.95,44,1771,378,1296,399,1.6389,"<1H OCEAN"
-118.26,33.95,44,1481,329,999,315,1.5147,"<1H OCEAN"
-118.26,33.94,44,1103,265,760,247,1.6887,"<1H OCEAN"
-118.25,33.94,37,1002,270,1092,273,1.6333,"<1H OCEAN"
-118.26,33.94,41,1510,410,1408,389,1.65,"<1H OCEAN"
-118.27,33.94,38,1314,318,1080,285,1.5872,"<1H OCEAN"
-118.26,33.94,44,795,181,716,167,2,"<1H OCEAN"
-118.26,33.93,35,1562,403,1587,406,1.4917,"<1H OCEAN"
-118.27,33.93,41,570,135,466,121,2.6458,"<1H OCEAN"
-118.27,33.94,34,721,165,661,171,2.0789,"<1H OCEAN"
-118.27,33.94,37,973,221,842,178,1.6645,"<1H OCEAN"
-118.27,33.93,36,1467,369,1247,347,1.8191,"<1H OCEAN"
-118.26,33.93,36,1102,247,702,225,1.5256,"<1H OCEAN"
-118.26,33.93,42,1433,295,775,293,1.1326,"<1H OCEAN"
-118.25,33.93,42,657,147,526,132,2.5,"<1H OCEAN"
-118.26,33.92,40,1076,244,705,255,1.7986,"<1H OCEAN"
-118.27,33.92,36,1465,346,1147,324,1.7262,"<1H OCEAN"
-118.27,33.94,43,1309,344,1182,340,1.6625,"<1H OCEAN"
-118.27,33.94,30,1764,397,1406,362,1.449,"<1H OCEAN"
-118.27,33.94,39,2078,561,1901,504,1.1468,"<1H OCEAN"
-118.28,33.93,21,847,278,1283,277,1.4329,"<1H OCEAN"
-118.28,33.94,32,1381,375,1268,354,1.1051,"<1H OCEAN"
-118.28,33.94,9,456,130,438,114,0.8952,"<1H OCEAN"
-118.28,33.94,44,1631,338,1197,355,3.0788,"<1H OCEAN"
-118.28,33.93,42,1898,460,1503,429,2.5179,"<1H OCEAN"
-118.29,33.93,43,2021,379,1051,352,3.3836,"<1H OCEAN"
-118.29,33.94,47,1782,338,1003,329,2.5398,"<1H OCEAN"
-118.28,33.93,41,936,257,913,226,2.0313,"<1H OCEAN"
-118.29,33.92,40,1935,461,1616,433,2.875,"<1H OCEAN"
-118.29,33.93,41,896,198,605,168,2.2778,"<1H OCEAN"
-118.27,33.93,38,2073,500,1657,470,1.2098,"<1H OCEAN"
-118.28,33.92,39,1274,282,975,277,1.5114,"<1H OCEAN"
-118.28,33.93,43,269,74,295,79,2.2969,"<1H OCEAN"
-118.28,33.93,45,529,112,448,120,3.5833,"<1H OCEAN"
-118.28,33.93,52,117,33,74,45,0.4999,"<1H OCEAN"
-118.25,33.94,44,1463,312,940,312,2.3333,"<1H OCEAN"
-118.25,33.94,43,1113,378,1305,334,1.1434,"<1H OCEAN"
-118.25,33.94,43,793,NA,736,231,0.8527,"<1H OCEAN"
-118.23,33.95,37,2667,671,2865,683,0.6831,"<1H OCEAN"
-118.24,33.95,40,1193,280,1210,286,1.35,"<1H OCEAN"
-118.24,33.95,37,649,147,653,147,1.4792,"<1H OCEAN"
-118.24,33.95,36,2316,543,1938,507,1.25,"<1H OCEAN"
-118.24,33.95,21,1260,342,1167,310,0.9708,"<1H OCEAN"
-118.25,33.95,28,2136,NA,1799,476,1.5427,"<1H OCEAN"
-118.24,33.95,37,441,125,390,98,1.6513,"<1H OCEAN"
-118.25,33.95,25,764,200,801,220,1.1384,"<1H OCEAN"
-118.25,33.93,40,975,270,1068,270,0.9889,"<1H OCEAN"
-118.25,33.93,36,2452,734,2664,667,0.9298,"<1H OCEAN"
-118.25,33.93,42,819,233,899,228,1.1346,"<1H OCEAN"
-118.24,33.94,37,869,241,1040,233,2,"<1H OCEAN"
-118.24,33.94,34,796,180,673,144,2.0769,"<1H OCEAN"
-118.24,33.93,37,1027,258,824,248,1.5132,"<1H OCEAN"
-118.24,33.93,32,779,201,861,219,1.0625,"<1H OCEAN"
-118.24,33.94,42,380,106,411,100,0.9705,"<1H OCEAN"
-118.24,33.94,39,1215,273,1211,265,1.7212,"<1H OCEAN"
-118.23,33.94,39,1141,258,1313,234,2.0187,"<1H OCEAN"
-118.23,33.94,35,1090,267,1339,263,2.1607,"<1H OCEAN"
-118.23,33.94,36,1110,NA,1417,302,2.3333,"<1H OCEAN"
-118.24,33.94,30,940,211,1071,204,1.2679,"<1H OCEAN"
-118.23,33.93,36,501,123,487,118,1.3,"<1H OCEAN"
-118.23,33.93,39,2065,532,2015,535,0.8478,"<1H OCEAN"
-118.24,33.93,32,1063,282,992,253,0.8984,"<1H OCEAN"
-118.39,34.12,29,6447,1012,2184,960,8.2816,"<1H OCEAN"
-118.4,34.11,32,5578,753,1567,697,15.0001,"<1H OCEAN"
-118.42,34.12,27,2089,303,654,270,12.3767,"<1H OCEAN"
-118.43,34.11,27,10806,1440,3511,1352,12.7296,"<1H OCEAN"
-118.43,34.09,27,1613,200,497,197,7.9835,"<1H OCEAN"
-118.45,34.12,20,10722,1617,3731,1511,9.7449,"<1H OCEAN"
-118.44,34.09,36,3129,392,862,334,15.0001,"<1H OCEAN"
-118.43,34.08,46,778,90,238,93,15.0001,"<1H OCEAN"
-118.45,34.08,52,1500,176,384,145,7.1576,"<1H OCEAN"
-118.45,34.1,31,6675,842,2092,796,11.8442,"<1H OCEAN"
-118.46,34.08,35,3247,525,1065,484,7.8426,"<1H OCEAN"
-118.47,34.1,32,8041,1141,2768,1106,11.1978,"<1H OCEAN"
-118.49,34.11,27,6603,879,2336,868,13.2935,"<1H OCEAN"
-118.48,34.07,29,4767,777,1500,638,10.7937,"<1H OCEAN"
-118.48,34.07,40,3351,484,1564,523,8.5153,"<1H OCEAN"
-118.48,34.07,37,4042,549,1318,542,12.8665,"<1H OCEAN"
-118.49,34.06,42,2861,360,829,310,15.0001,"<1H OCEAN"
-118.49,34.07,36,2929,366,1054,352,13.5728,"<1H OCEAN"
-118.51,34.11,29,9013,1117,2919,1061,13.947,"<1H OCEAN"
-118.5,34.05,39,1487,163,414,160,15,"<1H OCEAN"
-118.53,34.09,37,5477,833,1925,757,8.1888,"<1H OCEAN"
-118.52,34.05,45,1814,325,709,311,4.825,"<1H OCEAN"
-118.52,34.04,47,1985,315,819,340,6.5147,"<1H OCEAN"
-118.57,34.09,14,7970,1142,2926,1096,11.2866,"<1H OCEAN"
-118.54,34.05,33,6778,1092,2540,1052,8.565,"<1H OCEAN"
-118.55,34.04,41,1482,239,617,242,8.8619,"<1H OCEAN"
-118.56,34.03,34,2095,343,662,299,8.2934,"<1H OCEAN"
-118.56,34.06,24,2332,349,761,325,7.3031,"<1H OCEAN"
-118.54,34.06,21,3755,525,1493,526,11.4233,"<1H OCEAN"
-118.55,34.03,35,9075,1858,3646,1724,6.0307,"<1H OCEAN"
-118.52,34.04,42,993,130,368,134,10.8082,"<1H OCEAN"
-118.52,34.04,43,2167,254,761,256,13.6842,"<1H OCEAN"
-118.53,34.04,45,1711,264,735,261,9.1078,"<1H OCEAN"
-118.53,34.03,40,4350,763,1551,665,7.0318,"<1H OCEAN"
-118.5,34.05,36,4152,542,1461,550,15.0001,"<1H OCEAN"
-118.55,33.99,39,2603,456,928,410,7.9096,"NEAR OCEAN"
-118.51,34.04,38,4715,691,1660,637,10.1882,"<1H OCEAN"
-118.47,34.06,45,1271,190,419,171,7.6447,"<1H OCEAN"
-118.47,34.06,45,3030,433,916,399,9.4664,"<1H OCEAN"
-118.48,34.05,48,3623,528,1282,516,9.5221,"<1H OCEAN"
-118.49,34.05,42,1918,216,632,224,15.0001,"<1H OCEAN"
-118.47,34.06,26,6577,1789,2937,1652,4.801,"<1H OCEAN"
-118.46,34.06,20,5448,1532,2202,1442,4.2554,"<1H OCEAN"
-118.47,34.05,25,2689,719,1229,663,3.5909,"<1H OCEAN"
-118.46,34.05,25,4077,1151,1719,1017,3.7721,"<1H OCEAN"
