"longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","ocean_proximity"
-118.46,34.05,21,3639,1002,1489,983,4.6197,"<1H OCEAN"
-118.47,34.05,22,5215,1193,2048,1121,4.7009,"<1H OCEAN"
-118.47,34.05,27,4401,1033,1725,962,4.175,"<1H OCEAN"
-118.48,34.05,36,2143,434,751,396,6.7496,"<1H OCEAN"
-118.49,34.05,45,1346,214,415,209,7.0285,"<1H OCEAN"
-118.42,34.08,46,1399,148,410,152,15.0001,"<1H OCEAN"
-118.43,34.07,34,3203,483,949,439,10.3467,"<1H OCEAN"
-118.43,34.07,38,3251,656,1251,593,7.7382,"<1H OCEAN"
-118.44,34.07,26,3535,748,1322,666,7.1674,"<1H OCEAN"
-118.44,34.07,35,1973,332,1257,296,8.9565,"<1H OCEAN"
-118.44,34.06,28,3910,959,1763,867,5.5,"<1H OCEAN"
-118.44,34.07,21,730,263,965,224,2.0511,"<1H OCEAN"
-118.44,34.06,14,520,292,282,213,2.2857,"<1H OCEAN"
-118.45,34.07,13,4284,1452,3806,1252,1.3125,"<1H OCEAN"
-118.45,34.07,19,4845,1609,3751,1539,1.583,"<1H OCEAN"
-118.45,34.06,20,3367,1264,2667,1131,2.2444,"<1H OCEAN"
-118.46,34.06,46,1302,215,482,226,7.0674,"<1H OCEAN"
-118.46,34.07,43,2511,456,808,407,6.7703,"<1H OCEAN"
-118.46,34.07,49,2418,301,850,318,14.2867,"<1H OCEAN"
-118.46,34.07,42,2564,460,913,414,9.2225,"<1H OCEAN"
-118.44,34.06,9,5102,1695,2609,1450,3.2545,"<1H OCEAN"
-118.44,34.05,18,4780,1192,1886,1036,4.4674,"<1H OCEAN"
-118.44,34.05,32,1880,435,798,417,4.7109,"<1H OCEAN"
-118.44,34.05,15,5368,1312,2269,1232,5.7097,"<1H OCEAN"
-118.43,34.06,11,3184,641,911,463,7.2675,"<1H OCEAN"
-118.43,34.06,41,1463,267,601,267,5.3777,"<1H OCEAN"
-118.43,34.05,22,4251,1073,1581,881,5.2555,"<1H OCEAN"
-118.44,34.06,13,4833,1119,1649,807,6.2389,"<1H OCEAN"
-118.42,34.06,40,2933,565,1077,536,6.1527,"<1H OCEAN"
-118.43,34.06,31,1317,284,523,274,7.4219,"<1H OCEAN"
-118.43,34.06,38,2982,664,1122,572,4.1908,"<1H OCEAN"
-118.43,34.06,20,4600,1018,1675,932,5.1999,"<1H OCEAN"
-118.42,34.06,44,533,90,291,97,10.8045,"<1H OCEAN"
-118.42,34.06,52,1881,334,640,321,6.871,"<1H OCEAN"
-118.42,34.05,38,4888,1126,1698,937,4.8304,"<1H OCEAN"
-118.43,34.05,52,1693,290,727,305,6.7115,"<1H OCEAN"
-118.43,34.05,24,3832,949,1613,893,3.9673,"<1H OCEAN"
-118.44,34.05,20,5943,1538,2492,1429,4.1141,"<1H OCEAN"
-118.44,34.05,22,3970,871,1588,791,4.8618,"<1H OCEAN"
-118.43,34.04,52,2425,435,962,412,5.8587,"<1H OCEAN"
-118.45,34.05,28,801,399,936,406,2.1875,"<1H OCEAN"
-118.45,34.04,22,3319,1045,1848,940,3.6673,"<1H OCEAN"
-118.45,34.04,23,3771,1321,2031,1241,2.7679,"<1H OCEAN"
-118.46,34.05,25,6902,2138,3136,1844,2.6509,"<1H OCEAN"
-118.45,34.05,23,4099,1287,2103,1217,3.7549,"<1H OCEAN"
-118.46,34.04,19,3522,1036,1820,977,3.2663,"<1H OCEAN"
-118.47,34.04,21,5041,1491,2719,1420,3.5335,"<1H OCEAN"
-118.45,34.04,19,3330,1010,1837,915,3.0173,"<1H OCEAN"
-118.46,34.04,25,2142,718,1390,699,3.0069,"<1H OCEAN"
-118.46,34.04,25,2768,850,1558,784,3.6976,"<1H OCEAN"
-118.46,34.04,17,2729,897,1404,758,3.1235,"<1H OCEAN"
-118.46,34.04,31,2621,707,1632,673,3.287,"<1H OCEAN"
-118.45,34.04,21,2819,648,1435,593,3.9489,"<1H OCEAN"
-118.45,34.03,45,727,168,520,175,2.6528,"<1H OCEAN"
-118.45,34.03,39,1657,402,931,363,3.7813,"<1H OCEAN"
-118.44,34.04,49,32,7,14,7,2.1875,"<1H OCEAN"
-118.44,34.04,16,18,6,3,4,0.536,"<1H OCEAN"
-118.44,34.04,31,2670,662,1535,631,3.0714,"<1H OCEAN"
-118.43,34.04,52,1782,308,735,307,5.2954,"<1H OCEAN"
-118.42,34.04,46,1508,276,639,273,4.925,"<1H OCEAN"
-118.43,34.04,42,2725,569,1115,516,4.5833,"<1H OCEAN"
-118.41,34.05,16,9728,2211,3026,1899,5.8758,"<1H OCEAN"
-118.42,34.05,33,2921,652,1124,608,5.0151,"<1H OCEAN"
-118.42,34.05,52,2533,402,981,386,7.8164,"<1H OCEAN"
-118.4,34.05,26,4473,923,1518,805,5.0762,"<1H OCEAN"
-118.4,34.04,40,2079,268,720,282,9.272,"<1H OCEAN"
-118.4,34.04,42,1298,174,420,190,12.8483,"<1H OCEAN"
-118.4,34.03,36,1831,296,871,269,8.1484,"<1H OCEAN"
-118.41,34.03,33,1730,386,994,363,3.7277,"<1H OCEAN"
-118.41,34.04,49,601,95,228,106,8.0239,"<1H OCEAN"
-118.39,34.05,35,2458,576,1047,554,4.0283,"<1H OCEAN"
-118.39,34.05,42,3105,559,1253,531,5.222,"<1H OCEAN"
-118.4,34.05,34,2113,459,859,432,3.6953,"<1H OCEAN"
-118.39,34.05,25,2814,701,1139,658,4.0153,"<1H OCEAN"
-118.41,34.04,52,1907,261,681,249,10.9805,"<1H OCEAN"
-118.41,34.04,52,2113,332,800,327,11.1768,"<1H OCEAN"
-118.41,34.03,36,3053,635,1234,577,5.1637,"<1H OCEAN"
-118.42,34.04,51,1975,348,771,357,6.626,"<1H OCEAN"
-118.42,34.04,52,1358,272,574,267,5.6454,"<1H OCEAN"
-118.39,34.04,45,2089,312,834,305,7.3028,"<1H OCEAN"
-118.39,34.04,44,1873,286,635,283,5.5951,"<1H OCEAN"
-118.4,34.04,43,3863,537,1398,511,8.5938,"<1H OCEAN"
-118.4,34.05,43,1028,145,394,149,10.4519,"<1H OCEAN"
-118.39,34.05,42,1467,203,577,204,6.6368,"<1H OCEAN"
-118.38,34.04,35,2237,592,1794,543,2.2961,"<1H OCEAN"
-118.38,34.04,31,2846,727,2120,672,2.7226,"<1H OCEAN"
-118.38,34.04,45,767,130,254,118,6.2895,"<1H OCEAN"
-118.38,34.04,36,3005,771,2054,758,2.0437,"<1H OCEAN"
-118.38,34.04,39,2614,569,1665,553,3.4063,"<1H OCEAN"
-118.39,34.04,41,101,23,85,30,4.125,"<1H OCEAN"
-118.39,34.04,52,1492,277,666,289,4.7386,"<1H OCEAN"
-118.39,34.04,49,1230,279,669,269,3.9038,"<1H OCEAN"
-118.39,34.03,28,1722,536,1161,481,3.2228,"<1H OCEAN"
-118.39,34.03,25,3442,1050,1890,914,3.0574,"<1H OCEAN"
-118.4,34.03,24,1101,318,491,287,3.2222,"<1H OCEAN"
-118.4,34.03,43,1006,201,520,199,6.5669,"<1H OCEAN"
-118.41,34.03,26,4376,1394,2435,1250,2.8418,"<1H OCEAN"
-118.4,34.02,19,7297,2331,3870,2144,3.116,"<1H OCEAN"
-118.4,34.02,27,515,201,397,228,2.4135,"<1H OCEAN"
-118.41,34.03,24,3711,1192,1764,1147,3.1642,"<1H OCEAN"
-118.41,34.02,24,2610,756,1322,692,3.5022,"<1H OCEAN"
-118.41,34.02,16,5825,1866,3390,1752,3.0965,"<1H OCEAN"
-118.39,34.03,19,1450,509,746,437,3.1415,"<1H OCEAN"
-118.4,34.03,13,6152,1978,3397,1845,3.4058,"<1H OCEAN"
-118.38,34.03,36,2101,569,1756,527,2.9344,"<1H OCEAN"
-118.39,34.03,39,1366,375,1237,370,3.7206,"<1H OCEAN"
-118.37,34.04,43,888,170,514,161,3.1827,"<1H OCEAN"
-118.37,34.04,42,1809,424,1094,382,2.767,"<1H OCEAN"
-118.38,34.03,43,912,255,705,246,2.6402,"<1H OCEAN"
-118.37,34.04,25,542,161,442,131,2.25,"<1H OCEAN"
-118.37,34.04,43,1465,278,727,290,4.0781,"<1H OCEAN"
-118.42,34.03,45,1262,223,637,221,5.0866,"<1H OCEAN"
-118.43,34.03,45,1740,311,788,306,5.2099,"<1H OCEAN"
-118.43,34.03,39,1733,429,855,387,3.2308,"<1H OCEAN"
-118.43,34.03,26,1706,516,894,435,3.1875,"<1H OCEAN"
-118.42,34.03,44,904,176,358,158,3.3542,"<1H OCEAN"
-118.44,34.03,25,2059,659,1349,588,3.2396,"<1H OCEAN"
-118.43,34.03,36,1552,388,867,352,3.6467,"<1H OCEAN"
-118.44,34.03,37,1193,205,488,224,3.625,"<1H OCEAN"
-118.44,34.03,37,975,189,489,202,4.2434,"<1H OCEAN"
-118.44,34.03,30,1039,303,606,274,3.125,"<1H OCEAN"
-118.45,34.03,41,1240,320,711,304,3.3482,"<1H OCEAN"
-118.45,34.03,41,2083,528,993,481,4.0231,"<1H OCEAN"
-118.44,34.03,41,1164,265,561,251,4.2411,"<1H OCEAN"
-118.44,34.02,37,1592,308,783,321,6.2583,"<1H OCEAN"
-118.44,34.01,43,1408,246,651,240,4.5795,"<1H OCEAN"
-118.44,34.01,41,1309,221,534,228,5.1708,"<1H OCEAN"
-118.45,34.01,37,1328,250,626,228,5.8666,"<1H OCEAN"
-118.45,34.01,40,1361,240,559,229,6.3516,"<1H OCEAN"
-118.45,34.01,36,2424,418,1123,417,6.4755,"<1H OCEAN"
-118.44,34.02,32,2242,490,921,461,4.0429,"<1H OCEAN"
-118.43,34.01,43,1487,242,675,247,5.3403,"<1H OCEAN"
-118.44,34.02,39,3278,632,1321,617,6.2917,"<1H OCEAN"
-118.43,34.02,38,2172,437,830,368,3.9091,"<1H OCEAN"
-118.43,34.02,42,1528,244,634,242,8.1631,"<1H OCEAN"
-118.43,34.02,41,2403,516,1001,514,4.3906,"<1H OCEAN"
-118.42,34.03,44,629,131,326,156,4.5278,"<1H OCEAN"
-118.41,34.03,20,4374,1311,2165,1185,3.6019,"<1H OCEAN"
-118.42,34.02,21,3244,815,1423,781,3.6488,"<1H OCEAN"
-118.42,34.02,34,2243,444,973,413,4.9676,"<1H OCEAN"
-118.42,34.02,28,3167,737,1248,665,3.1941,"<1H OCEAN"
-118.42,34.02,34,2995,942,2626,947,2.2402,"<1H OCEAN"
-118.41,34.02,34,1430,357,805,362,3.3462,"<1H OCEAN"
-118.42,34.02,22,3292,1134,1655,898,3.1746,"<1H OCEAN"
-118.42,34.02,26,2664,842,1745,789,3.4269,"<1H OCEAN"
-118.41,34.02,35,1728,442,1161,420,3.725,"<1H OCEAN"
-118.41,34.02,19,4702,1472,2636,1334,3.3955,"<1H OCEAN"
-118.41,34.02,27,2224,618,1594,625,3.0833,"<1H OCEAN"
-118.42,34.01,33,2731,535,1280,510,4.7083,"<1H OCEAN"
-118.42,34.01,32,1300,356,703,311,3.5667,"<1H OCEAN"
-118.43,34.01,27,3133,1021,2242,1002,2.697,"<1H OCEAN"
-118.43,34.01,41,1527,279,746,285,6.4232,"<1H OCEAN"
-118.43,34.01,31,2526,528,1046,504,4.7009,"<1H OCEAN"
-118.44,34.01,42,2061,396,907,393,6.0804,"<1H OCEAN"
-118.44,34,44,1462,338,821,341,2.599,"<1H OCEAN"
-118.44,34,44,1798,353,835,314,4.75,"<1H OCEAN"
-118.45,34,39,1909,359,867,345,4.7,"<1H OCEAN"
-118.44,34,40,1287,346,806,311,3.875,"<1H OCEAN"
-118.43,34,30,2148,597,1341,559,3.3995,"<1H OCEAN"
-118.44,34,22,5822,1707,3335,1585,3.1579,"<1H OCEAN"
-118.44,34,41,1562,377,874,368,4.1083,"<1H OCEAN"
-118.42,34.01,42,1594,369,952,362,3.099,"<1H OCEAN"
-118.42,34.01,29,1996,489,960,449,3.6611,"<1H OCEAN"
-118.42,34,31,1930,456,1002,410,3.9798,"<1H OCEAN"
-118.43,34,28,6128,1963,3586,1815,2.7058,"<1H OCEAN"
-118.46,34.01,43,513,98,266,103,5.6428,"<1H OCEAN"
-118.46,34,39,4098,1100,2054,1053,2.918,"<1H OCEAN"
-118.46,34,37,388,83,248,84,5.1664,"<1H OCEAN"
-118.46,34,36,1392,260,679,247,4.7344,"<1H OCEAN"
-118.46,34.01,39,711,148,347,153,4.2813,"<1H OCEAN"
-118.47,34,38,1235,390,891,376,2.7143,"<1H OCEAN"
-118.47,34,41,2331,636,1839,537,2.288,"<1H OCEAN"
-118.46,34,39,614,174,538,159,2.3542,"<1H OCEAN"
-118.47,33.99,34,1875,501,1491,526,2.8417,"<1H OCEAN"
-118.47,34,37,2586,765,1801,737,2.6042,"<1H OCEAN"
-118.47,33.99,31,1312,376,1178,330,2.0714,"<1H OCEAN"
-118.47,33.99,41,1146,310,833,270,2.5938,"<1H OCEAN"
-118.47,33.99,33,854,235,645,198,2.1471,"<1H OCEAN"
-118.51,33.98,40,1901,679,865,587,2.3417,"<1H OCEAN"
-118.48,33.99,46,2219,686,1107,590,2.5523,"<1H OCEAN"
-118.47,33.99,50,1568,501,764,478,3.015,"<1H OCEAN"
-118.47,33.99,52,1523,447,636,408,3.0682,"<1H OCEAN"
-118.47,33.99,52,2167,622,1095,570,2.8514,"<1H OCEAN"
-118.47,33.99,37,2155,721,1082,637,3.4071,"<1H OCEAN"
-118.47,33.99,24,1438,454,665,416,2.975,"<1H OCEAN"
-118.5,33.97,52,709,329,388,313,2.2643,"<1H OCEAN"
-118.45,33.99,52,1010,244,573,242,4.1861,"<1H OCEAN"
-118.46,33.99,52,1158,253,528,253,3.5234,"<1H OCEAN"
-118.46,33.99,44,1122,287,531,256,4.0598,"<1H OCEAN"
-118.46,34,44,941,230,493,206,3.6458,"<1H OCEAN"
-118.46,34,52,888,206,376,194,3.875,"<1H OCEAN"
-118.45,34,46,1777,362,896,334,4.45,"<1H OCEAN"
-118.45,34,43,1606,408,862,354,3.962,"<1H OCEAN"
-118.45,34,48,1923,408,1142,433,4.575,"<1H OCEAN"
-118.45,33.99,33,3125,785,1720,713,2.9722,"<1H OCEAN"
-118.45,33.99,52,1829,472,779,424,3.1607,"<1H OCEAN"
-118.46,33.99,41,885,285,562,268,3.1992,"<1H OCEAN"
-118.46,33.99,37,1828,460,1075,453,4.337,"<1H OCEAN"
-118.46,33.98,32,2388,591,1009,556,5.2121,"<1H OCEAN"
-118.46,33.99,35,1214,300,478,265,4.0156,"<1H OCEAN"
-118.46,33.98,27,2217,520,806,458,3.8935,"<1H OCEAN"
-118.5,33.97,29,2737,808,1157,696,5.128,"<1H OCEAN"
-118.45,33.99,45,1132,269,654,264,4.5673,"<1H OCEAN"
-118.45,33.99,26,1919,405,953,371,6.0672,"<1H OCEAN"
-118.46,33.98,19,2520,726,964,663,3.8068,"<1H OCEAN"
-118.46,33.97,19,1658,427,648,378,3.8698,"<1H OCEAN"
-118.46,33.97,18,9430,2473,3408,2003,6.1726,"<1H OCEAN"
-118.46,33.97,19,2461,521,777,447,10,"<1H OCEAN"
-118.48,33.96,16,895,181,237,149,12.0088,"<1H OCEAN"
-118.4,34,10,1526,339,705,268,5.8083,"<1H OCEAN"
-118.41,34,35,684,161,381,159,2.8393,"<1H OCEAN"
-118.41,34,30,3550,934,3738,880,3.191,"<1H OCEAN"
-118.41,34,18,1307,441,884,456,2.9338,"<1H OCEAN"
-118.42,34,14,3771,1180,2355,978,3.1603,"<1H OCEAN"
-118.42,33.99,35,1701,482,1428,494,3.725,"<1H OCEAN"
-118.43,33.99,35,2243,495,1135,465,4.3281,"<1H OCEAN"
-118.43,33.98,19,8324,1590,2927,1538,7.5426,"<1H OCEAN"
-118.43,33.99,45,1899,461,1260,415,2.6667,"<1H OCEAN"
-118.43,33.99,43,2483,548,1212,493,4.0189,"<1H OCEAN"
-118.42,33.99,23,5548,1245,2847,1229,4.4228,"<1H OCEAN"
-118.42,33.98,3,475,155,236,153,3.6667,"<1H OCEAN"
-118.43,33.99,42,2558,558,1328,541,4.875,"<1H OCEAN"
-118.44,33.99,43,1432,308,782,303,4.3333,"<1H OCEAN"
-118.41,33.99,39,3014,822,3212,777,1.1985,"<1H OCEAN"
-118.42,33.99,38,740,171,599,194,4.0893,"<1H OCEAN"
-118.42,33.99,35,1724,419,1079,394,4.5521,"<1H OCEAN"
-118.41,34,35,1062,305,1026,307,2.7153,"<1H OCEAN"
-118.41,33.99,36,1089,234,632,215,3.6538,"<1H OCEAN"
-118.4,33.99,39,1613,380,1113,356,2.825,"<1H OCEAN"
-118.41,33.98,33,3331,777,1695,735,3.9727,"<1H OCEAN"
-118.39,33.97,38,993,175,374,180,6.2673,"<1H OCEAN"
-118.38,33.97,43,2715,458,1151,434,7.4897,"<1H OCEAN"
-118.39,33.97,44,1097,186,513,185,6.235,"<1H OCEAN"
-118.39,33.97,43,2700,510,1146,506,5.1333,"<1H OCEAN"
-118.39,33.97,46,2198,352,839,335,6.5778,"<1H OCEAN"
-118.39,33.96,45,1361,252,581,263,5.8143,"<1H OCEAN"
-118.39,33.96,45,1436,374,662,292,3.625,"<1H OCEAN"
-118.36,33.98,40,1113,234,584,231,3.0927,"<1H OCEAN"
-118.37,33.98,39,303,69,131,73,4.3438,"<1H OCEAN"
-118.37,33.97,32,6699,1781,2725,1544,3.3889,"<1H OCEAN"
-118.41,33.97,37,1629,275,668,266,6.1333,"<1H OCEAN"
-118.41,33.97,44,2298,388,849,360,5.5941,"<1H OCEAN"
-118.4,33.96,44,1877,314,877,320,6.8197,"<1H OCEAN"
-118.41,33.96,44,1802,306,753,282,6.0286,"<1H OCEAN"
-118.41,33.97,43,1464,224,581,232,6.2022,"<1H OCEAN"
-118.41,33.97,44,2789,503,3732,474,4.6176,"<1H OCEAN"
-118.42,33.97,44,1462,240,562,237,4.9375,"<1H OCEAN"
-118.42,33.96,44,1282,216,494,209,5.618,"<1H OCEAN"
-118.43,33.96,38,1104,216,415,163,6.1985,"<1H OCEAN"
-118.43,33.96,13,1860,345,800,355,5.8864,"<1H OCEAN"
-118.44,33.96,33,2799,491,978,447,5.6435,"<1H OCEAN"
-118.43,33.96,20,1901,270,704,254,8.7819,"<1H OCEAN"
-118.43,33.97,16,70,7,17,4,7.7197,"<1H OCEAN"
-118.42,33.96,24,4393,966,1257,579,5.0714,"<1H OCEAN"
-118.43,33.96,16,14891,3984,6270,3595,5.1064,"<1H OCEAN"
-118.4,33.97,35,913,161,451,172,5.6169,"<1H OCEAN"
-118.4,33.98,39,714,118,314,117,5.9856,"<1H OCEAN"
-118.4,33.98,36,2526,452,996,441,5.611,"<1H OCEAN"
-118.4,33.97,38,1089,174,502,180,7.5953,"<1H OCEAN"
-118.4,33.97,37,1364,248,494,242,4.6364,"<1H OCEAN"
-118.4,33.97,44,2825,453,1221,461,5.9544,"<1H OCEAN"
-118.4,33.96,43,2416,454,1028,409,5.6732,"<1H OCEAN"
-118.37,33.97,41,1833,355,847,348,5.726,"<1H OCEAN"
-118.38,33.97,42,1859,337,813,326,6.019,"<1H OCEAN"
-118.38,33.96,44,2395,458,1287,450,4.6923,"<1H OCEAN"
-118.38,33.95,35,3259,967,2003,920,3.2708,"<1H OCEAN"
-118.38,33.95,29,1821,588,1397,523,2.5833,"<1H OCEAN"
-118.37,33.95,5,6955,2062,3591,1566,3.111,"<1H OCEAN"
-118.4,33.96,44,1138,228,497,228,4.1852,"<1H OCEAN"
-118.41,33.96,15,412,128,310,137,3.9792,"<1H OCEAN"
-118.41,33.96,32,1044,219,567,222,4.1471,"<1H OCEAN"
-118.41,33.94,45,2038,394,1086,387,4.7375,"<1H OCEAN"
-118.45,33.96,24,3097,791,1075,639,5.723,"<1H OCEAN"
-118.45,33.96,36,2723,547,1090,519,6.3267,"<1H OCEAN"
-118.44,33.95,37,2076,332,771,327,6.2551,"<1H OCEAN"
-118.28,33.92,37,1761,409,1309,357,2.1875,"<1H OCEAN"
-118.28,33.91,41,620,133,642,162,2.6546,"<1H OCEAN"
-118.29,33.9,42,1273,309,1203,348,4.4636,"<1H OCEAN"
-118.29,33.91,41,2475,532,1416,470,3.8372,"<1H OCEAN"
-118.29,33.91,31,2025,618,2231,593,2.4741,"<1H OCEAN"
-118.29,33.92,23,2503,532,1735,505,2.7368,"<1H OCEAN"
-118.28,33.88,19,2758,675,2047,591,2.6618,"<1H OCEAN"
-118.29,33.88,32,2307,493,1754,528,4.317,"<1H OCEAN"
-118.29,33.88,27,2082,612,2009,548,2.9063,"<1H OCEAN"
-118.29,33.89,35,2810,614,1578,601,3.59,"<1H OCEAN"
-118.29,33.87,32,1700,340,864,317,4.381,"<1H OCEAN"
-118.3,33.86,35,2016,365,1083,369,5.1727,"<1H OCEAN"
-118.3,33.86,35,1511,274,853,308,4.9792,"<1H OCEAN"
-118.29,33.85,10,1391,420,1378,377,1.9049,"<1H OCEAN"
-118.31,33.84,5,3559,869,2965,794,2.6491,"<1H OCEAN"
-118.3,33.84,36,1428,268,825,250,4.7222,"<1H OCEAN"
-118.3,33.84,37,1241,226,621,255,4.9196,"<1H OCEAN"
-118.3,33.85,38,123,36,142,40,2.3942,"<1H OCEAN"
-118.3,33.83,31,2693,661,1598,618,3.1851,"<1H OCEAN"
-118.3,33.83,33,2716,660,1807,661,3.5473,"<1H OCEAN"
-118.31,33.83,27,2880,802,2083,727,2.9619,"<1H OCEAN"
-118.3,33.82,35,1499,340,1141,326,2.6136,"<1H OCEAN"
-118.3,33.82,26,2080,560,2096,506,2.8106,"<1H OCEAN"
-118.3,33.82,25,2659,765,2629,726,2.6368,"<1H OCEAN"
-118.3,33.81,17,5544,1068,3008,1038,5.322,"<1H OCEAN"
-118.3,33.8,27,2790,513,1498,519,5.3106,"<1H OCEAN"
-118.31,33.8,30,3096,757,2048,704,3.125,"<1H OCEAN"
-118.3,33.79,35,2793,686,2255,682,3.0057,"<1H OCEAN"
-118.3,33.79,9,2782,884,1790,748,2.9154,"<1H OCEAN"
-118.3,33.79,13,3569,924,2159,880,3.163,"<1H OCEAN"
-118.3,33.78,35,2572,504,1172,519,4.6207,"<1H OCEAN"
-118.26,33.8,41,2004,481,1658,456,3.1779,"<1H OCEAN"
-118.25,33.8,36,1697,394,1274,396,3.35,"<1H OCEAN"
-118.26,33.79,30,1291,230,835,215,5.5,"<1H OCEAN"
-118.25,33.79,32,1205,340,1799,370,2.375,"NEAR OCEAN"
-118.24,33.8,28,636,169,788,143,3.6161,"NEAR OCEAN"
-118.23,33.8,26,239,135,165,112,1.3333,"NEAR OCEAN"
-118.27,33.8,38,1446,327,980,319,3.35,"<1H OCEAN"
-118.27,33.79,36,2218,561,1789,527,3.1613,"<1H OCEAN"
-118.27,33.79,39,1513,365,1227,354,3.3929,"<1H OCEAN"
-118.28,33.8,38,1471,329,1207,335,4,"<1H OCEAN"
-118.28,33.79,28,1895,420,1422,389,4.3816,"<1H OCEAN"
-118.28,33.79,36,1989,458,1668,455,3.3009,"<1H OCEAN"
-118.28,33.78,20,2233,591,1915,558,3.2011,"<1H OCEAN"
-118.29,33.79,10,3708,1016,2855,948,2,"<1H OCEAN"
-118.29,33.79,16,1867,571,951,498,3.3427,"<1H OCEAN"
-118.3,33.79,21,1068,283,1180,274,2.5,"<1H OCEAN"
-118.3,33.8,8,1115,412,1472,396,3.1392,"<1H OCEAN"
-118.27,33.79,31,1535,369,1291,340,2.9375,"<1H OCEAN"
-118.26,33.78,27,1672,491,1723,462,2.0458,"NEAR OCEAN"
-118.27,33.79,26,2109,651,2120,605,2.1447,"<1H OCEAN"
-118.27,33.79,39,1417,359,1450,367,2.8462,"<1H OCEAN"
-118.25,33.79,34,1349,371,1716,380,2.7143,"NEAR OCEAN"
-118.25,33.79,38,1730,460,1724,424,2.7308,"NEAR OCEAN"
-118.25,33.79,39,981,286,1183,298,1.9208,"NEAR OCEAN"
-118.26,33.78,21,2188,706,2265,652,1.9923,"NEAR OCEAN"
-118.26,33.79,42,1162,264,1044,241,3.5488,"<1H OCEAN"
-118.23,33.78,20,59,24,69,23,2.5588,"NEAR OCEAN"
-118.26,33.78,35,1239,473,1524,387,2.0956,"NEAR OCEAN"
-118.25,33.78,32,296,139,511,133,1.4444,"NEAR OCEAN"
-118.24,33.78,24,574,173,784,162,2.25,"NEAR OCEAN"
-118.26,33.78,36,2191,739,2931,692,2.1311,"NEAR OCEAN"
-118.26,33.77,36,886,253,809,219,2.4545,"NEAR OCEAN"
-118.27,33.77,26,2272,694,2567,595,1.9964,"NEAR OCEAN"
-118.27,33.78,21,3354,1174,4426,1110,2.5262,"<1H OCEAN"
-118.28,33.78,37,1212,304,1076,293,3.2115,"<1H OCEAN"
-118.27,33.77,39,1731,485,2115,478,1.5369,"NEAR OCEAN"
-118.27,33.76,46,22,11,32,7,3.125,"NEAR OCEAN"
-118.3,33.77,18,3821,795,2831,769,2.9571,"<1H OCEAN"
-118.3,33.76,18,9659,1716,4336,1674,5.7764,"<1H OCEAN"
-118.28,33.77,47,307,69,374,65,2.9063,"<1H OCEAN"
-118.28,33.75,41,1305,381,1384,369,2.45,"NEAR OCEAN"
-118.28,33.75,18,393,189,429,188,1.8393,"NEAR OCEAN"
-118.28,33.74,40,1751,512,1939,503,1.5394,"NEAR OCEAN"
-118.28,33.75,21,2442,719,1916,646,1.2276,"NEAR OCEAN"
-118.28,33.74,16,855,271,486,250,0.7591,"NEAR OCEAN"
-118.3,33.75,19,2356,440,1291,418,4.2308,"<1H OCEAN"
-118.3,33.76,6,6097,1270,2678,1226,5.1269,"<1H OCEAN"
-118.3,33.75,42,967,175,481,163,5.6611,"<1H OCEAN"
-118.3,33.75,48,1958,386,1098,380,4.625,"<1H OCEAN"
-118.3,33.74,47,2223,410,1163,413,4.4671,"NEAR OCEAN"
-118.31,33.74,36,2464,472,1111,457,4.5074,"NEAR OCEAN"
-118.31,33.74,22,5042,974,2260,935,4.3472,"NEAR OCEAN"
-118.29,33.75,27,1650,443,1359,386,2.5795,"NEAR OCEAN"
-118.3,33.75,23,1957,517,1454,526,3.5056,"<1H OCEAN"
-118.29,33.75,37,1319,292,766,285,2.7031,"NEAR OCEAN"
-118.29,33.74,29,1503,411,1368,390,2.1473,"NEAR OCEAN"
-118.29,33.74,52,1438,472,1018,399,2.2188,"NEAR OCEAN"
-118.29,33.74,41,1382,361,905,344,2.75,"NEAR OCEAN"
-118.29,33.74,30,2074,533,1311,531,2.0329,"NEAR OCEAN"
-118.29,33.73,43,1854,519,1151,486,2.5759,"NEAR OCEAN"
-118.29,33.73,21,2492,711,1699,672,2.1382,"NEAR OCEAN"
-118.29,33.73,30,2835,711,1669,652,3.3616,"NEAR OCEAN"
-118.3,33.73,42,1731,NA,866,403,2.7451,"NEAR OCEAN"
