"longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","ocean_proximity"
-118.12,33.88,36,1083,218,557,210,3.0795,"<1H OCEAN"
-118.13,33.88,32,1788,459,1131,461,3.5278,"<1H OCEAN"
-118.13,33.87,20,3638,868,2326,822,3.3304,"<1H OCEAN"
-118.14,33.87,21,6618,1773,4396,1649,3.0989,"<1H OCEAN"
-118.04,33.88,17,4807,838,3059,853,5.7619,"<1H OCEAN"
-118.04,33.87,17,2358,396,1387,364,6.299,"<1H OCEAN"
-118.06,33.88,17,7187,1073,3844,1068,6.5901,"<1H OCEAN"
-118.05,33.87,18,4928,773,2952,754,5.8855,"<1H OCEAN"
-118.07,33.88,16,4934,825,2668,810,5.748,"<1H OCEAN"
-118.07,33.88,17,2407,539,1422,524,4.2619,"<1H OCEAN"
-118.07,33.88,18,2436,375,1303,386,6.1968,"<1H OCEAN"
-118.07,33.87,18,3405,556,1945,509,5.7652,"<1H OCEAN"
-118.08,33.86,17,2259,383,1378,386,5.8733,"<1H OCEAN"
-118.08,33.85,19,4261,678,2621,661,6.2427,"<1H OCEAN"
-118.07,33.86,17,3666,562,2104,579,5.6818,"<1H OCEAN"
-118.07,33.85,16,3771,606,2196,564,7.0113,"<1H OCEAN"
-118.06,33.86,16,5603,938,3045,893,5.0778,"<1H OCEAN"
-118.05,33.86,16,2851,626,1985,603,5.4089,"<1H OCEAN"
-118.03,33.87,16,2306,393,1368,387,5.93,"<1H OCEAN"
-118.04,33.87,18,4626,822,2794,763,5.6917,"<1H OCEAN"
-118.04,33.86,21,2870,437,1671,470,7.2628,"<1H OCEAN"
-118.05,33.86,16,2676,391,1377,395,6.5513,"<1H OCEAN"
-118.06,33.85,16,4851,726,2527,704,6.0142,"<1H OCEAN"
-118.1,33.88,18,8046,1221,4276,1228,6.5515,"<1H OCEAN"
-118.1,33.86,21,3052,624,1588,568,4.3397,"<1H OCEAN"
-118.09,33.85,19,8120,1371,5026,1345,6.3093,"<1H OCEAN"
-118.1,33.85,19,993,174,572,175,5.7039,"<1H OCEAN"
-118.08,33.88,27,3065,736,1840,719,3.6417,"<1H OCEAN"
-118.09,33.88,27,3119,635,1887,567,3.8654,"<1H OCEAN"
-118.07,33.89,32,1819,386,1679,360,3.5562,"<1H OCEAN"
-118.08,33.89,33,2131,435,2045,426,4,"<1H OCEAN"
-118.08,33.88,27,923,186,1014,204,3.825,"<1H OCEAN"
-118.08,33.88,30,1901,519,2685,496,3.2639,"<1H OCEAN"
-118.08,33.88,26,1507,270,931,275,5.1645,"<1H OCEAN"
-118.08,33.87,23,2536,552,2012,556,4.1406,"<1H OCEAN"
-118.07,33.87,28,2399,436,1613,429,3.6339,"<1H OCEAN"
-118.09,33.87,31,3498,728,2098,697,3.9837,"<1H OCEAN"
-118.07,33.86,31,2943,518,1703,472,3.7091,"<1H OCEAN"
-118.07,33.86,28,1789,352,1347,330,3.425,"<1H OCEAN"
-118.08,33.86,26,778,173,539,186,3.2679,"<1H OCEAN"
-118.08,33.86,29,3260,783,1969,737,3.5268,"<1H OCEAN"
-118.08,33.86,29,1018,235,684,248,3.3333,"<1H OCEAN"
-118.08,33.84,31,2377,600,2042,593,3.625,"<1H OCEAN"
-118.08,33.84,31,2906,578,1806,553,4.8448,"<1H OCEAN"
-118.09,33.84,23,4412,910,2380,825,4.54,"<1H OCEAN"
-118.09,33.84,27,1594,295,1061,320,4.7917,"<1H OCEAN"
-118.08,33.85,22,1055,204,682,216,6,"<1H OCEAN"
-118.08,33.84,28,4216,948,2997,896,3.7961,"<1H OCEAN"
-118.08,33.84,25,3696,953,2827,860,3.3438,"<1H OCEAN"
-118.06,33.84,26,6960,1454,4367,1437,4.7953,"<1H OCEAN"
-118.06,33.84,20,5643,1231,3841,1195,4.0542,"<1H OCEAN"
-118.07,33.82,27,3481,576,1660,560,5.7965,"<1H OCEAN"
-118.08,33.82,26,4259,588,1644,581,6.2519,"<1H OCEAN"
-118.08,33.83,30,2188,556,2727,525,2.7759,"<1H OCEAN"
-118.08,33.82,30,2636,652,3412,649,2.8095,"<1H OCEAN"
-118.07,33.83,17,4822,1168,3868,1117,2.5978,"<1H OCEAN"
-118.11,33.86,33,2389,410,1229,393,5.3889,"<1H OCEAN"
-118.11,33.86,35,1255,252,685,279,4.2,"<1H OCEAN"
-118.12,33.86,44,2663,511,1277,462,4.3194,"<1H OCEAN"
-118.12,33.87,43,1633,355,837,350,3.0405,"<1H OCEAN"
-118.13,33.87,45,1606,300,735,295,4.6765,"<1H OCEAN"
-118.13,33.86,45,1320,256,645,256,4.4,"<1H OCEAN"
-118.13,33.86,45,1866,343,919,344,3.5833,"<1H OCEAN"
-118.14,33.87,44,1661,315,985,319,4.3942,"<1H OCEAN"
-118.14,33.86,43,2104,382,1071,396,5,"<1H OCEAN"
-118.14,33.86,44,1436,257,745,233,4.625,"<1H OCEAN"
-118.14,33.86,44,1276,234,538,213,4.8667,"<1H OCEAN"
-118.14,33.87,44,1607,271,799,283,5.084,"<1H OCEAN"
-118.15,33.86,36,1578,312,827,311,4.8942,"<1H OCEAN"
-118.15,33.86,34,2403,413,1385,386,4.4934,"<1H OCEAN"
-118.16,33.88,33,2180,522,1634,467,3.0114,"<1H OCEAN"
-118.15,33.87,33,2373,552,1673,571,3.0685,"<1H OCEAN"
-118.16,33.87,32,1854,471,1363,478,2.6406,"<1H OCEAN"
-118.16,33.88,18,2287,662,1804,537,1.9903,"<1H OCEAN"
-118.17,33.88,29,815,206,590,183,3.0052,"<1H OCEAN"
-118.17,33.88,42,1645,371,1161,351,3.0893,"<1H OCEAN"
-118.18,33.88,47,882,185,536,174,4.625,"<1H OCEAN"
-118.18,33.88,44,1308,267,783,237,4.7361,"<1H OCEAN"
-118.18,33.88,42,2326,503,1832,501,3.1713,"<1H OCEAN"
-118.19,33.87,27,4701,1359,2571,1216,2.5417,"<1H OCEAN"
-118.19,33.87,35,1769,436,1166,386,2.875,"<1H OCEAN"
-118.19,33.86,42,1999,431,1060,399,3.7031,"<1H OCEAN"
-118.19,33.86,46,1824,438,1200,451,3.4375,"<1H OCEAN"
-118.19,33.86,38,2009,524,1449,451,2.7045,"<1H OCEAN"
-118.19,33.86,35,1133,296,774,271,2.2381,"<1H OCEAN"
-118.19,33.86,36,2013,546,1659,522,3.1215,"<1H OCEAN"
-118.2,33.86,27,2732,867,1690,794,2.6465,"<1H OCEAN"
-118.19,33.87,42,1213,269,628,229,3.6987,"<1H OCEAN"
-118.2,33.88,40,1699,346,1188,329,4.2083,"<1H OCEAN"
-118.2,33.88,40,2945,725,2858,690,3.2368,"<1H OCEAN"
-118.21,33.88,31,1332,417,1405,363,2.0125,"<1H OCEAN"
-118.21,33.88,32,1507,379,1082,350,3.225,"<1H OCEAN"
-118.2,33.87,26,703,202,757,212,2.525,"<1H OCEAN"
-118.2,33.87,42,1482,310,1052,317,3.9469,"<1H OCEAN"
-118.2,33.87,36,1554,273,974,264,4.2135,"<1H OCEAN"
-118.17,33.87,40,2462,587,1821,536,3.5646,"<1H OCEAN"
-118.17,33.86,44,1701,396,1091,384,3.025,"<1H OCEAN"
-118.17,33.87,49,1937,445,1339,440,3.0319,"<1H OCEAN"
-118.17,33.87,48,2258,509,1395,492,3.765,"<1H OCEAN"
-118.17,33.87,45,2110,494,1404,454,2.9803,"<1H OCEAN"
-118.18,33.87,44,2137,461,1126,439,3.4408,"<1H OCEAN"
-118.18,33.87,44,1832,401,1056,405,4.0658,"<1H OCEAN"
-118.18,33.87,38,2664,626,1627,604,3.7527,"<1H OCEAN"
-118.16,33.86,26,6607,1663,4066,1558,2.5068,"<1H OCEAN"
-118.17,33.86,10,1664,508,1369,493,2.9886,"<1H OCEAN"
-118.17,33.85,39,2247,526,1670,525,3.07,"<1H OCEAN"
-118.18,33.85,38,3596,862,2416,832,3.6897,"<1H OCEAN"
-118.18,33.86,43,2752,645,1674,614,3.6719,"<1H OCEAN"
-118.18,33.86,39,2925,732,1702,642,2.375,"<1H OCEAN"
-118.17,33.86,40,1301,342,954,336,2.3804,"<1H OCEAN"
-118.14,33.86,37,1404,257,652,258,4.2062,"<1H OCEAN"
-118.15,33.85,30,4071,1067,2144,970,2.7268,"<1H OCEAN"
-118.15,33.85,36,1435,249,606,234,4.1439,"<1H OCEAN"
-118.15,33.85,36,1491,259,699,266,4.0781,"<1H OCEAN"
-118.15,33.86,32,2630,559,1069,491,2.4659,"<1H OCEAN"
-118.16,33.85,36,2668,473,1315,478,4.0714,"<1H OCEAN"
-118.16,33.85,36,1979,339,952,339,4.0815,"<1H OCEAN"
-118.13,33.86,37,2259,425,1183,413,5.1805,"<1H OCEAN"
-118.13,33.85,36,2110,416,1128,403,4.6019,"<1H OCEAN"
-118.13,33.85,36,1885,391,1049,405,3.55,"<1H OCEAN"
-118.14,33.86,36,1774,348,934,333,4.8571,"<1H OCEAN"
-118.14,33.86,36,1703,325,845,308,5.0106,"<1H OCEAN"
-118.1,33.85,28,2825,470,1352,469,5.2639,"<1H OCEAN"
-118.1,33.85,36,1473,253,713,257,5.9493,"<1H OCEAN"
-118.1,33.85,36,956,159,416,157,4.6429,"<1H OCEAN"
-118.11,33.85,36,887,163,482,157,4.125,"<1H OCEAN"
-118.11,33.85,36,2418,389,1138,387,4.8393,"<1H OCEAN"
-118.11,33.86,36,2750,487,1386,458,4.9904,"<1H OCEAN"
-118.12,33.86,34,2116,427,972,396,4.8516,"<1H OCEAN"
-118.12,33.85,37,2584,453,1333,481,4.3661,"<1H OCEAN"
-118.12,33.85,37,2386,409,1101,399,4.6908,"<1H OCEAN"
-118.1,33.84,35,1790,269,924,263,5.296,"<1H OCEAN"
-118.1,33.84,36,1915,316,850,319,4.7222,"<1H OCEAN"
-118.1,33.83,37,2059,349,825,334,4.0603,"<1H OCEAN"
-118.11,33.83,36,1726,287,820,288,5.5767,"<1H OCEAN"
-118.1,33.84,36,1557,270,697,251,4.5417,"<1H OCEAN"
-118.1,33.84,36,2572,421,1318,434,5.1836,"<1H OCEAN"
-118.1,33.84,36,690,109,316,104,3.7813,"<1H OCEAN"
-118.11,33.84,37,1588,272,692,245,4.8594,"<1H OCEAN"
-118.11,33.84,36,1756,297,798,287,5.5581,"<1H OCEAN"
-118.12,33.84,37,2143,382,1047,377,4.4423,"<1H OCEAN"
-118.12,33.84,37,2706,462,1331,476,5.0719,"<1H OCEAN"
-118.11,33.84,36,1074,188,496,196,4.625,"<1H OCEAN"
-118.11,33.84,36,1523,263,717,278,4.875,"<1H OCEAN"
-118.11,33.83,36,1784,303,964,299,4.2703,"<1H OCEAN"
-118.12,33.83,44,1712,314,691,293,4.3594,"<1H OCEAN"
-118.12,33.84,37,1242,221,565,213,4.1094,"<1H OCEAN"
-118.11,33.84,36,1463,257,722,260,4.8438,"<1H OCEAN"
-118.13,33.84,35,3008,674,1584,671,3.5465,"<1H OCEAN"
-118.13,33.84,46,2439,429,944,374,4.2841,"<1H OCEAN"
-118.13,33.83,44,1710,333,786,344,4.2917,"<1H OCEAN"
-118.14,33.84,43,2107,439,876,429,3.2024,"<1H OCEAN"
-118.13,33.84,48,1895,294,881,293,6.3364,"<1H OCEAN"
-118.14,33.84,45,1908,361,890,342,4.575,"<1H OCEAN"
-118.14,33.84,44,3043,619,1316,607,4.4286,"<1H OCEAN"
-118.14,33.84,36,3002,484,1322,471,4.933,"<1H OCEAN"
-118.15,33.84,29,2448,354,894,349,7.6526,"<1H OCEAN"
-118.15,33.84,36,2987,491,1360,497,4.8013,"<1H OCEAN"
-118.15,33.84,37,1508,252,635,241,3.75,"<1H OCEAN"
-118.16,33.84,36,2444,432,1199,424,4.1538,"<1H OCEAN"
-118.16,33.84,36,1348,234,643,221,3.6447,"<1H OCEAN"
-118.16,33.84,36,2831,573,1462,569,3.8646,"<1H OCEAN"
-118.16,33.84,36,2220,367,1002,351,5.0719,"<1H OCEAN"
-118.17,33.85,37,3714,708,1956,694,4.2218,"<1H OCEAN"
-118.17,33.84,45,1533,331,791,335,3.4605,"<1H OCEAN"
-118.17,33.84,29,4716,1372,2515,1272,2.726,"<1H OCEAN"
-118.17,33.84,45,1853,328,945,320,5.0787,"<1H OCEAN"
-118.17,33.83,45,2019,363,880,339,4.1023,"NEAR OCEAN"
-118.18,33.85,40,2597,582,1285,559,3.975,"<1H OCEAN"
-118.18,33.84,35,1415,294,591,291,2.9798,"NEAR OCEAN"
-118.19,33.84,44,2731,577,1396,555,4.1771,"NEAR OCEAN"
-118.19,33.84,24,1228,320,537,273,2.25,"NEAR OCEAN"
-118.18,33.85,30,2548,717,2086,700,0.7007,"<1H OCEAN"
-118.18,33.85,44,1890,465,1378,430,3.8819,"<1H OCEAN"
-118.19,33.85,30,3533,1061,2678,1033,2.2417,"NEAR OCEAN"
-118.19,33.85,49,1073,260,725,272,3.8026,"NEAR OCEAN"
-118.19,33.85,45,1167,302,773,287,3.2798,"NEAR OCEAN"
-118.2,33.85,33,2557,731,2286,700,2.3041,"<1H OCEAN"
-118.2,33.85,46,1854,462,1360,429,2.4844,"<1H OCEAN"
-118.2,33.84,35,3405,779,1953,671,2.7813,"NEAR OCEAN"
-118.2,33.83,35,3737,613,1305,583,7.2096,"NEAR OCEAN"
-118.19,33.83,43,2641,411,1011,444,6.4468,"NEAR OCEAN"
-118.19,33.83,42,1773,360,815,299,4.9,"NEAR OCEAN"
-118.17,33.83,45,1808,315,800,302,4.8693,"NEAR OCEAN"
-118.17,33.83,46,1362,214,531,222,4.3125,"NEAR OCEAN"
-118.18,33.83,44,1497,277,542,274,5.0052,"NEAR OCEAN"
-118.18,33.83,45,1535,274,591,276,4.2411,"NEAR OCEAN"
-118.18,33.83,39,3622,745,1330,648,3.3125,"NEAR OCEAN"
-118.18,33.84,43,2561,544,1063,537,3.835,"NEAR OCEAN"
-118.17,33.82,50,3587,693,1513,651,5.5106,"NEAR OCEAN"
-118.17,33.82,52,2539,497,1152,488,4.1354,"NEAR OCEAN"
-118.18,33.83,52,2569,484,1030,451,4.1301,"NEAR OCEAN"
-118.18,33.82,52,2618,472,943,440,3.7895,"NEAR OCEAN"
-118.18,33.82,43,284,65,167,68,4.25,"NEAR OCEAN"
-118.19,33.83,30,2246,552,1032,548,3.5871,"NEAR OCEAN"
-118.19,33.82,19,2953,895,1914,855,3.5521,"NEAR OCEAN"
-118.2,33.82,21,2251,452,913,420,4.6042,"NEAR OCEAN"
-118.2,33.82,43,1758,347,954,312,5.2606,"NEAR OCEAN"
-118.19,33.82,11,872,203,422,221,4.6364,"NEAR OCEAN"
-118.19,33.81,21,1835,427,1038,384,4.4559,"NEAR OCEAN"
-118.2,33.81,43,3013,574,1525,529,4.95,"NEAR OCEAN"
-118.2,33.82,34,2807,768,2217,744,2.4286,"NEAR OCEAN"
-118.19,33.81,23,954,390,804,373,2.5833,"NEAR OCEAN"
-118.2,33.81,45,944,178,533,193,3.4808,"NEAR OCEAN"
-118.2,33.81,46,1388,254,742,241,4.6458,"NEAR OCEAN"
-118.2,33.81,47,2347,437,1219,420,5.3096,"NEAR OCEAN"
-118.21,33.82,34,1719,398,1444,372,2.8438,"NEAR OCEAN"
-118.21,33.81,43,905,199,764,204,3.3214,"NEAR OCEAN"
-118.21,33.81,40,1815,428,1807,413,3.0882,"NEAR OCEAN"
-118.21,33.82,33,1278,311,1157,320,3.5054,"NEAR OCEAN"
-118.22,33.82,30,1680,469,1779,429,3.6086,"NEAR OCEAN"
-118.21,33.82,45,455,92,394,89,4.9562,"NEAR OCEAN"
-118.21,33.82,43,1005,199,723,191,4.3424,"NEAR OCEAN"
-118.22,33.82,17,5357,1332,3030,1266,1.9311,"NEAR OCEAN"
-118.21,33.81,45,1693,337,1255,333,3.6923,"NEAR OCEAN"
-118.21,33.81,45,1816,398,1524,388,3.8586,"NEAR OCEAN"
-118.22,33.81,38,1486,359,1345,326,3.3988,"NEAR OCEAN"
-118.22,33.81,41,726,166,602,183,3.7885,"NEAR OCEAN"
-118.21,33.8,45,1160,274,1095,269,2.7308,"NEAR OCEAN"
-118.21,33.8,41,1251,279,1053,278,3.2778,"NEAR OCEAN"
-118.22,33.8,36,1285,347,1291,337,3.7708,"NEAR OCEAN"
-118.22,33.8,33,1984,477,1764,440,3.875,"NEAR OCEAN"
-118.22,33.79,28,3008,629,2537,596,2.3,"NEAR OCEAN"
-118.21,33.79,39,1598,458,1691,399,2.3605,"NEAR OCEAN"
-118.21,33.79,32,2020,613,2557,562,2.1397,"NEAR OCEAN"
-118.21,33.8,44,1387,280,984,302,4.25,"NEAR OCEAN"
-118.19,33.8,38,2010,595,1535,525,1.9848,"NEAR OCEAN"
-118.19,33.79,29,3497,1096,2994,919,1.8109,"NEAR OCEAN"
-118.2,33.79,47,767,195,569,195,2.9514,"NEAR OCEAN"
-118.2,33.79,48,2105,592,1807,539,2.7183,"NEAR OCEAN"
-118.2,33.79,47,2549,626,1388,606,3.0135,"NEAR OCEAN"
-118.2,33.8,52,1786,445,1090,430,2.8988,"NEAR OCEAN"
-118.19,33.8,41,2125,591,1604,555,2.9943,"NEAR OCEAN"
-118.2,33.8,42,4577,1146,2749,1094,2.5012,"NEAR OCEAN"
-118.2,33.8,45,2456,495,1300,450,3.9792,"NEAR OCEAN"
-118.2,33.8,52,1009,216,614,231,4.0074,"NEAR OCEAN"
-118.18,33.8,42,2301,621,2114,561,2.0579,"NEAR OCEAN"
-118.19,33.8,36,2326,729,2635,657,2.1985,"NEAR OCEAN"
-118.18,33.79,42,1571,435,1631,417,1.6384,"NEAR OCEAN"
-118.19,33.79,41,2114,612,2357,529,1.7938,"NEAR OCEAN"
-118.19,33.79,43,1823,600,2339,560,1.6792,"NEAR OCEAN"
-118.18,33.8,30,2734,758,2951,691,1.7689,"NEAR OCEAN"
-118.17,33.79,36,948,303,1042,301,1.55,"NEAR OCEAN"
-118.18,33.82,43,2210,469,1042,418,3.5,"NEAR OCEAN"
-118.18,33.81,27,471,132,315,96,1.75,"NEAR OCEAN"
-118.16,33.8,9,3564,835,1530,807,5.1806,"NEAR OCEAN"
-118.16,33.79,25,5463,1265,3010,1179,3.233,"NEAR OCEAN"
-118.17,33.8,26,1589,380,883,366,3.5313,"NEAR OCEAN"
-118.18,33.8,15,2407,589,1591,506,3.0513,"NEAR OCEAN"
-118.12,33.83,45,1579,278,687,285,5.0424,"<1H OCEAN"
-118.12,33.83,45,1734,331,797,293,4.8917,"<1H OCEAN"
-118.12,33.82,43,1544,286,701,298,4.1375,"<1H OCEAN"
-118.12,33.82,42,1493,277,671,267,3.2794,"<1H OCEAN"
-118.13,33.82,44,1619,280,815,284,5.5449,"<1H OCEAN"
-118.13,33.82,44,1785,307,779,291,4.3056,"<1H OCEAN"
-118.13,33.83,45,3087,574,1474,567,5.5196,"<1H OCEAN"
-118.1,33.83,36,1408,250,702,251,4.875,"<1H OCEAN"
-118.11,33.83,36,1462,233,664,220,5.1171,"<1H OCEAN"
-118.11,33.82,36,1999,390,887,379,3.8162,"<1H OCEAN"
-118.11,33.82,36,1742,340,857,341,4.6875,"<1H OCEAN"
-118.11,33.83,37,1249,202,517,189,4.4196,"<1H OCEAN"
-118.11,33.83,36,1820,313,899,295,4.918,"<1H OCEAN"
-118.09,33.83,36,2734,448,1308,441,5.9265,"<1H OCEAN"
-118.1,33.82,36,2422,420,1193,421,4.8462,"<1H OCEAN"
-118.1,33.82,36,1930,354,915,328,5.2713,"<1H OCEAN"
-118.1,33.83,36,2000,343,956,352,5.3735,"<1H OCEAN"
-118.08,33.81,20,6295,937,2292,874,7.6084,"<1H OCEAN"
-118.09,33.82,36,2219,393,1042,396,5.2299,"<1H OCEAN"
-118.09,33.81,36,1878,323,846,325,7.1937,"<1H OCEAN"
-118.1,33.81,36,1111,184,444,177,3.7031,"<1H OCEAN"
-118.1,33.81,36,856,146,451,164,5.1993,"<1H OCEAN"
-118.11,33.81,36,1252,209,558,214,3.9722,"<1H OCEAN"
-118.11,33.82,37,1987,347,1095,357,4.3203,"<1H OCEAN"
-118.1,33.82,36,1946,346,871,336,5.2155,"<1H OCEAN"
-118.11,33.82,37,1756,345,836,335,4.375,"<1H OCEAN"
-118.12,33.81,36,2565,458,1155,443,4.6087,"<1H OCEAN"
-118.12,33.81,37,1798,331,860,340,4.2143,"<1H OCEAN"
-118.13,33.81,37,1013,199,493,183,4.7845,"<1H OCEAN"
-118.13,33.81,37,1228,237,572,242,4.325,"<1H OCEAN"
-118.13,33.82,37,1530,290,711,283,5.1795,"<1H OCEAN"
-118.13,33.82,36,665,114,273,112,3.7321,"<1H OCEAN"
-118.13,33.81,34,1903,343,928,349,5.395,"<1H OCEAN"
-118.13,33.81,36,1749,322,855,319,4.6473,"<1H OCEAN"
-118.13,33.8,36,1026,182,505,176,4.3438,"<1H OCEAN"
-118.13,33.8,36,1496,271,743,265,4.4312,"<1H OCEAN"
-118.13,33.8,41,1509,325,821,314,4.0893,"<1H OCEAN"
-118.15,33.8,44,1886,399,1167,372,3.1042,"NEAR OCEAN"
-118.12,33.81,36,1774,299,784,298,5.0447,"<1H OCEAN"
-118.12,33.81,36,1665,291,721,294,4.6875,"<1H OCEAN"
-118.12,33.8,35,1835,435,774,418,2.7092,"<1H OCEAN"
-118.12,33.8,36,1257,205,530,211,5.3701,"<1H OCEAN"
-118.11,33.8,36,1837,319,810,305,4.3897,"<1H OCEAN"
-118.11,33.79,36,1993,354,884,337,5.587,"<1H OCEAN"
-118.11,33.79,36,2223,370,1039,370,5.7942,"<1H OCEAN"
-118.09,33.81,36,1371,250,666,257,5.0795,"<1H OCEAN"
-118.09,33.8,36,1724,322,838,328,4.4831,"<1H OCEAN"
-118.11,33.8,36,1680,291,744,280,4.66,"<1H OCEAN"
-118.11,33.8,35,1034,180,444,177,5.4602,"<1H OCEAN"
-118.11,33.81,37,1694,280,776,271,6.2187,"<1H OCEAN"
-118.1,33.81,36,1962,325,786,315,5.62,"<1H OCEAN"
-118.1,33.8,37,1814,329,850,328,5.0574,"<1H OCEAN"
-118.09,33.79,36,4210,657,1911,631,5.8491,"<1H OCEAN"
-118.1,33.78,35,4466,740,2134,743,5.7389,"<1H OCEAN"
-118.1,33.79,35,2370,379,996,380,5.7368,"<1H OCEAN"
-118.1,33.79,36,3359,596,1522,565,5.1805,"<1H OCEAN"
-118.11,33.78,16,3985,567,1327,564,7.9767,"<1H OCEAN"
-118.13,33.79,29,2937,524,1132,528,4.6133,"NEAR OCEAN"
-118.13,33.78,31,3039,739,1199,697,3.7232,"NEAR OCEAN"
-118.13,33.79,36,1245,211,508,221,5.3441,"NEAR OCEAN"
-118.12,33.79,43,1471,301,767,311,4.3317,"<1H OCEAN"
-118.12,33.79,41,1762,314,738,300,4.1687,"<1H OCEAN"
-118.13,33.79,44,2153,375,947,364,5.0072,"NEAR OCEAN"
-118.13,33.79,45,2317,448,1057,428,4.375,"NEAR OCEAN"
-118.14,33.79,45,1519,263,681,267,4.6452,"NEAR OCEAN"
-118.13,33.79,20,6678,1797,3625,1599,3.7716,"NEAR OCEAN"
-118.14,33.8,43,2506,531,1230,543,3.4211,"NEAR OCEAN"
-118.15,33.79,5,3700,993,1657,848,3.7826,"NEAR OCEAN"
-118.14,33.79,23,2573,688,1478,604,3.4833,"NEAR OCEAN"
-118.14,33.79,44,2388,619,1461,592,3.1711,"NEAR OCEAN"
-118.14,33.78,44,2101,496,1038,500,3.108,"NEAR OCEAN"
-118.15,33.79,25,4013,1097,2297,969,3.0453,"NEAR OCEAN"
-118.15,33.78,17,1584,435,904,406,2.0875,"NEAR OCEAN"
-118.16,33.78,14,1709,558,1939,520,1.9808,"NEAR OCEAN"
-118.16,33.78,33,2048,585,2074,597,2.0156,"NEAR OCEAN"
-118.16,33.79,25,3742,1180,3916,1063,2.4,"NEAR OCEAN"
-118.16,33.79,26,3061,844,2135,769,2.875,"NEAR OCEAN"
-118.17,33.79,32,2171,672,3002,648,2.375,"NEAR OCEAN"
-118.17,33.79,30,1349,519,2646,552,1.9318,"NEAR OCEAN"
-118.18,33.78,36,1697,550,1379,434,1.2746,"NEAR OCEAN"
-118.18,33.79,27,1580,510,1896,448,2.0186,"NEAR OCEAN"
-118.17,33.79,28,1219,408,1816,348,1.7589,"NEAR OCEAN"
-118.18,33.79,20,1255,360,1201,318,1.2206,"NEAR OCEAN"
-118.19,33.78,29,1170,369,1398,373,2.2543,"NEAR OCEAN"
-118.19,33.79,37,1834,551,1967,476,2.137,"NEAR OCEAN"
-118.19,33.79,30,3107,994,3543,850,1.9387,"NEAR OCEAN"
-118.19,33.78,24,225,72,439,71,2.8533,"NEAR OCEAN"
-118.2,33.79,25,2851,968,3744,906,2.0675,"NEAR OCEAN"
-118.21,33.79,33,32,18,96,36,4.5938,"NEAR OCEAN"
-118.21,33.79,44,121,29,153,30,2.1964,"NEAR OCEAN"
-118.22,33.79,48,143,41,222,50,1.7,"NEAR OCEAN"
-118.23,33.76,21,49,14,29,16,5,"NEAR OCEAN"
-118.19,33.78,21,2741,1029,2924,969,1.3274,"NEAR OCEAN"
-118.19,33.78,35,1511,593,914,539,0.9318,"NEAR OCEAN"
-118.2,33.78,46,1889,651,1545,587,1.7064,"NEAR OCEAN"
-118.2,33.78,48,1766,497,1908,466,1.9872,"NEAR OCEAN"
-118.2,33.78,52,2662,893,3018,763,2.3305,"NEAR OCEAN"
-118.19,33.77,35,1574,603,820,514,1.2321,"NEAR OCEAN"
-118.2,33.77,40,2034,899,1257,797,1.2864,"NEAR OCEAN"
-118.2,33.77,24,2404,819,1566,753,1.5076,"NEAR OCEAN"
-118.2,33.77,22,1118,437,1190,399,1.9797,"NEAR OCEAN"
-118.2,33.77,52,1375,457,1089,317,2.2344,"NEAR OCEAN"
-118.2,33.77,41,1158,396,1209,336,2.7813,"NEAR OCEAN"
-118.2,33.77,42,517,233,995,212,2.225,"NEAR OCEAN"
-118.18,33.77,45,1434,627,735,518,1.5,"NEAR OCEAN"
-118.19,33.76,25,1442,392,632,385,4.6629,"NEAR OCEAN"
-118.19,33.77,52,1562,616,692,512,1.4048,"NEAR OCEAN"
-118.18,33.77,39,1645,547,1339,499,1.5536,"NEAR OCEAN"
-118.18,33.77,36,1833,688,1128,620,1.1483,"NEAR OCEAN"
-118.19,33.77,21,2103,727,1064,603,1.6178,"NEAR OCEAN"
-118.19,33.77,31,1711,691,1092,568,1.0714,"NEAR OCEAN"
-118.18,33.78,20,1852,556,1712,556,1.4565,"NEAR OCEAN"
-118.18,33.78,17,1419,436,1300,360,2.0769,"NEAR OCEAN"
-118.18,33.78,52,1180,381,1046,332,1.5603,"NEAR OCEAN"
-118.19,33.78,31,1648,484,898,457,1.5844,"NEAR OCEAN"
-118.19,33.78,8,992,393,694,331,2.5544,"NEAR OCEAN"
-118.19,33.78,29,1013,392,1083,316,1.8438,"NEAR OCEAN"
